contig_id	target_id	Ecosystem classification
FCH3CGLCCXYL4FAA_NODE_1432	3300001589_____JGI24005J15628_10005372 (taxid 1000155013)	Environmental;Aquatic;Marine;Oceanic;Marine;
FCH3CGLCCXYL4FAA_NODE_1434	3300013137_____Ga0172375_10014372 (taxid 1000175406)	Environmental;Aquatic;Freshwater;Lake;Freshwater;
FCH3CGLCCXYL4FAA_NODE_1435	3300006190_____Ga0075446_10000660 (taxid 1000285966)	Environmental;Aquatic;Marine;Unclassified;Marine;
FCH3CGLCCXYL4FAA_NODE_1436	3300013103_____Ga0164318_10025257 (taxid 1000125190)	Environmental;Aquatic;Marine;Hydrothermal vents;Aquatic(sediment);
FCH3CGLCCXYL4FAA_NODE_1437	3300005613_____Ga0074649_1005334 (taxid 1000429286)	Environmental;Aquatic;Non-marine Saline and Alkaline;Saline;Aquatic(sediment);
FCH3CGLCCXYL4FAA_NODE_1438	3300009159_____Ga0114978_10003295 (taxid 1000326965)	Environmental;Aquatic;Freshwater;Lake;Freshwater;
FCH3CGLCCXYL4FAA_NODE_1440	level2_39783 (taxid 1000085931)	
FCH3CGLCCXYL4FAA_NODE_1442	level2_51952 (taxid 1001053035)	
FCH3CGLCCXYL4FAA_NODE_1443	3300007548_____Ga0102877_1002674 (taxid 1000429711)	Environmental;Aquatic;Marine;Intertidal zone;Marine;
FCH3CGLCCXYL4FAA_NODE_1444	3300005613_____Ga0074649_1006143 (taxid 1000446664)	Environmental;Aquatic;Non-marine Saline and Alkaline;Saline;Aquatic(sediment);
FCH3CGLCCXYL4FAA_NODE_1445	3300005613_____Ga0074649_1008428 (taxid 1000484794)	Environmental;Aquatic;Non-marine Saline and Alkaline;Saline;Aquatic(sediment);
FCH3CGLCCXYL4FAA_NODE_1446	3300009504_____Ga0114946_10002073 (taxid 1000691391)	Environmental;Aquatic;Freshwater;Sediment;Freshwater;
FCH3CGLCCXYL4FAA_NODE_1447	3300002835_____B570J40625_100000043 (taxid 1001156181)	Environmental;Aquatic;Freshwater;Lentic;Freshwater;
FCH3CGLCCXYL4FAA_NODE_1449	3300005662_____Ga0078894_10005962 (taxid 1001133672)	Environmental;Aquatic;Freshwater;Lentic;Freshwater;
FCH3CGLCCXYL4FAA_NODE_1450	3300013132_____Ga0172372_10003454 (taxid 1000668861)	Environmental;Aquatic;Freshwater;Lake;Freshwater;
FCH3CGLCCXYL4FAA_NODE_1452	level2_23937 (taxid 1000654860)	
FCH3CGLCCXYL4FAA_NODE_1453	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_1454	3300010370_____Ga0129336_10004587 (taxid 1000086942)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_1456	level1_35023 (taxid 1001013347)	
FCH3CGLCCXYL4FAA_NODE_1457	3300006916_____Ga0070750_10009890 (taxid 1000575767)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_1458	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_1459	3300009508_____Ga0115567_10000687 (taxid 1000272532)	Environmental;Aquatic;Marine;Pelagic;Marine;
FCH3CGLCCXYL4FAA_NODE_1460	level1_30560 (taxid 1000928674)	
FCH3CGLCCXYL4FAA_NODE_1461	3300009507_____Ga0115572_10000808 (taxid 1001021045)	Environmental;Aquatic;Marine;Pelagic;Marine;
FCH3CGLCCXYL4FAA_NODE_1462	3300017960_____Ga0180429_10002458 (taxid 1000056129)	Environmental;Aquatic;Non-marine Saline and Alkaline;Hypersaline;Aquatic(sediment);
FCH3CGLCCXYL4FAA_NODE_1463	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_1466	level2_79830 (taxid 1000981593)	
FCH3CGLCCXYL4FAA_NODE_1468	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_1469	3300013126_____Ga0172367_10017403 (taxid 1000040370)	Environmental;Aquatic;Freshwater;Lake;Freshwater;
FCH3CGLCCXYL4FAA_NODE_1470	3300006752_____Ga0098048_1000826 (taxid 1000738461)	Environmental;Aquatic;Marine;Oceanic;Marine;
FCH3CGLCCXYL4FAA_NODE_1471	3300009165_____Ga0105102_10000140 (taxid 1000577772)	Environmental;Aquatic;Freshwater;Sediment;Aquatic(sediment);
FCH3CGLCCXYL4FAA_NODE_1472	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_1473	3300006802_____Ga0070749_10004532 (taxid 1000517386)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_1475	3300009149_____Ga0114918_10012539 (taxid 1000378500)	Environmental;Aquatic;Marine;Oceanic;Marine;
FCH3CGLCCXYL4FAA_NODE_1476	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_1479	3300001347_____JGI20156J14371_10010648 (taxid 1000774554)	Environmental;Aquatic;Marine;Neritic zone;Marine;
FCH3CGLCCXYL4FAA_NODE_1480	3300014204_____Ga0172381_10008243 (taxid 1000447260)	Engineered;Solid waste;Landfill;Unclassified;Engineered;
FCH3CGLCCXYL4FAA_NODE_1481	3300009169_____Ga0105097_10000117 (taxid 1001101213)	Environmental;Aquatic;Freshwater;Sediment;Aquatic(sediment);
FCH3CGLCCXYL4FAA_NODE_1483	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_1484	3300018413_____Ga0181560_10010437 (taxid 1000240870)	Environmental;Aquatic;Marine;Intertidal zone;Marine;
FCH3CGLCCXYL4FAA_NODE_1485	3300017824_____Ga0181552_10008247 (taxid 1000631475)	Environmental;Aquatic;Marine;Intertidal zone;Marine;
FCH3CGLCCXYL4FAA_NODE_1486	level1_30457 (taxid 1000925263)	
FCH3CGLCCXYL4FAA_NODE_1487	3300018036_____Ga0181600_10015933 (taxid 1001148239)	Environmental;Aquatic;Marine;Intertidal zone;Marine;
FCH3CGLCCXYL4FAA_NODE_1488	unclassified (taxid 0)	
FCH3CGLCCXYL4FAA_NODE_1489	3300010293_____Ga0116204_1001810 (taxid 1000273010)	Environmental;Aquatic;Freshwater;Lake;Freshwater;
FCH3CGLCCXYL4FAA_NODE_1490	3300005523_____Ga0066865_10000099 (taxid 1001009280)	Environmental;Aquatic;Marine;Oceanic;Marine;
FCH3CGLCCXYL4FAA_NODE_1491	3300002835_____B570J40625_100015202 (taxid 1000557459)	Environmental;Aquatic;Freshwater;Lentic;Freshwater;
FCH3CGLCCXYL4FAA_NODE_1492	3300000126_____BS_KBB_SWE26_205mDRAFT_c1000887 (taxid 1000736103)	Environmental;Aquatic;Marine;Wetlands;Marine;
FCH3CGLCCXYL4FAA_NODE_1493	3300007538_____Ga0099851_1005418 (taxid 1000839836)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_1494	3300000115_____DelMOSum2011_c10000678 (taxid 1000104685)	Environmental;Aquatic;Marine;Neritic zone;Marine;
FCH3CGLCCXYL4FAA_NODE_1495	level2_3590 (taxid 1001085744)	
FCH3CGLCCXYL4FAA_NODE_1496	3300013010_____Ga0129327_10001237 (taxid 1000440634)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_1497	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_1498	3300009181_____Ga0114969_10003057 (taxid 1000668603)	Environmental;Aquatic;Freshwater;Lake;Freshwater;
FCH3CGLCCXYL4FAA_NODE_1499	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_1500	level1_77907 (taxid 1000737867)	
FCH3CGLCCXYL4FAA_NODE_1502	3300000116_____DelMOSpr2010_c10005928 (taxid 1000054852)	Environmental;Aquatic;Marine;Neritic zone;Marine;
FCH3CGLCCXYL4FAA_NODE_1503	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_1504	3300005613_____Ga0074649_1008476 (taxid 1000484610)	Environmental;Aquatic;Non-marine Saline and Alkaline;Saline;Aquatic(sediment);
FCH3CGLCCXYL4FAA_NODE_1505	3300009785_____Ga0115001_10008481 (taxid 1000556189)	Environmental;Aquatic;Marine;Oceanic;Marine;
FCH3CGLCCXYL4FAA_NODE_1506	3300005613_____Ga0074649_1002594 (taxid 1000376203)	Environmental;Aquatic;Non-marine Saline and Alkaline;Saline;Aquatic(sediment);
FCH3CGLCCXYL4FAA_NODE_1507	level1_85045 (taxid 1000014846)	
FCH3CGLCCXYL4FAA_NODE_1508	3300006869_____Ga0075477_10001565 (taxid 1000541081)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_1511	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_1512	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_1514	level2_37840 (taxid 1000041327)	
FCH3CGLCCXYL4FAA_NODE_1517	3300009149_____Ga0114918_10012820 (taxid 1000375424)	Environmental;Aquatic;Marine;Oceanic;Marine;
FCH3CGLCCXYL4FAA_NODE_1518	3300000101_____DelMOSum2010_c10011579 (taxid 1000908611)	Environmental;Aquatic;Marine;Neritic zone;Marine;
FCH3CGLCCXYL4FAA_NODE_1521	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_1522	3300009169_____Ga0105097_10004019 (taxid 1001160133)	Environmental;Aquatic;Freshwater;Sediment;Aquatic(sediment);
FCH3CGLCCXYL4FAA_NODE_1523	3300005581_____Ga0049081_10000836 (taxid 1001098311)	Environmental;Aquatic;Freshwater;Lentic;Freshwater;
FCH3CGLCCXYL4FAA_NODE_1524	3300006802_____Ga0070749_10005556 (taxid 1000503224)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_1525	unclassified (taxid 0)	
FCH3CGLCCXYL4FAA_NODE_1526	3300005512_____Ga0074648_1000977 (taxid 1000073629)	Environmental;Aquatic;Non-marine Saline and Alkaline;Saline;Aquatic(sediment);
FCH3CGLCCXYL4FAA_NODE_1527	level1_102926 (taxid 1000108493)	
FCH3CGLCCXYL4FAA_NODE_1528	3300000558_____Draft_10094638 (taxid 1000180861)	Engineered;Wastewater;Industrial wastewater;Petrochemical;Engineered;
FCH3CGLCCXYL4FAA_NODE_1529	3300002835_____B570J40625_100007450 (taxid 1000054533)	Environmental;Aquatic;Freshwater;Lentic;Freshwater;
FCH3CGLCCXYL4FAA_NODE_1531	level1_48300 (taxid 1000349503)	
FCH3CGLCCXYL4FAA_NODE_1532	3300006802_____Ga0070749_10003807 (taxid 1000535275)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_1533	level1_109117 (taxid 1000224539)	
FCH3CGLCCXYL4FAA_NODE_1534	3300014711_____Ga0134314_100012 (taxid 1000536027)	Environmental;Aquatic;Freshwater;Groundwater;Freshwater;
FCH3CGLCCXYL4FAA_NODE_1536	3300009187_____Ga0114972_10005060 (taxid 1001146523)	Environmental;Aquatic;Freshwater;Lake;Freshwater;
FCH3CGLCCXYL4FAA_NODE_1537	level3_23789 (taxid 1000902978)	
FCH3CGLCCXYL4FAA_NODE_1544	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_1545	3300009149_____Ga0114918_10010246 (taxid 1000334653)	Environmental;Aquatic;Marine;Oceanic;Marine;
FCH3CGLCCXYL4FAA_NODE_1546	3300005805_____Ga0079957_1005254 (taxid 1000771253)	Environmental;Aquatic;Freshwater;Lake;Freshwater;
FCH3CGLCCXYL4FAA_NODE_1551	level2_59433 (taxid 1001137412)	
FCH3CGLCCXYL4FAA_NODE_1552	3300005528_____Ga0068872_10012886 (taxid 1001193948)	Environmental;Aquatic;Freshwater;Lentic;Freshwater;
FCH3CGLCCXYL4FAA_NODE_1553	3300009056_____Ga0102860_1000398 (taxid 1000063105)	Environmental;Aquatic;Marine;Intertidal zone;Marine;
FCH3CGLCCXYL4FAA_NODE_1555	3300010368_____Ga0129324_10003053 (taxid 1000241872)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_1556	3300005843_____Ga0068860_100002396 (taxid 1001086729)	Host-associated;Plants;Roots;Rhizosphere;Host-associated(plants);
FCH3CGLCCXYL4FAA_NODE_1558	3300004240_____Ga0007787_10002195 (taxid 1000817429)	Environmental;Aquatic;Freshwater;Lentic;Freshwater;
FCH3CGLCCXYL4FAA_NODE_1559	3300005613_____Ga0074649_1002361 (taxid 1000372662)	Environmental;Aquatic;Non-marine Saline and Alkaline;Saline;Aquatic(sediment);
FCH3CGLCCXYL4FAA_NODE_1561	3300011442_____Ga0137437_1000001 (taxid 1000713396)	Environmental;Aquatic;Sediment;Unclassified;Aquatic(sediment);
FCH3CGLCCXYL4FAA_NODE_1562	3300009159_____Ga0114978_10014948 (taxid 1000837222)	Environmental;Aquatic;Freshwater;Lake;Freshwater;
FCH3CGLCCXYL4FAA_NODE_1564	level3_32816 (taxid 1000212524)	
FCH3CGLCCXYL4FAA_NODE_1565	3300009159_____Ga0114978_10006870 (taxid 1000345886)	Environmental;Aquatic;Freshwater;Lake;Freshwater;
FCH3CGLCCXYL4FAA_NODE_1566	3300007960_____Ga0099850_1000403 (taxid 1000303246)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_1567	3300009529_____Ga0114919_10020183 (taxid 1000157282)	Environmental;Aquatic;Marine;Oceanic;Marine;
FCH3CGLCCXYL4FAA_NODE_1568	3300013130_____Ga0172363_10015252 (taxid 1000056888)	Environmental;Aquatic;Freshwater;Lake;Aquatic(sediment);
FCH3CGLCCXYL4FAA_NODE_1569	3300006802_____Ga0070749_10001263 (taxid 1000497979)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_1571	3300005933_____Ga0075118_10007240 (taxid 1000883028)	Environmental;Aquatic;Non-marine Saline and Alkaline;Saline;Non-marine_Saline_and_Alkaline;
FCH3CGLCCXYL4FAA_NODE_1572	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_1573	level1_43988 (taxid 1000267438)	
FCH3CGLCCXYL4FAA_NODE_1574	level1_11668 (taxid 1001084419)	
FCH3CGLCCXYL4FAA_NODE_1575	3300010318_____Ga0136656_1001671 (taxid 1000783801)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_1576	3300005613_____Ga0074649_1001218 (taxid 1000354269)	Environmental;Aquatic;Non-marine Saline and Alkaline;Saline;Aquatic(sediment);
FCH3CGLCCXYL4FAA_NODE_1578	3300001687_____WOR8_10030750 (taxid 1000972731)	Environmental;Aquatic;Marine;Oceanic;Aquatic(sediment);
FCH3CGLCCXYL4FAA_NODE_1580	3300010354_____Ga0129333_10000615 (taxid 1000417039)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_1581	3300006870_____Ga0075479_10000936 (taxid 1000146662)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_1583	3300006030_____Ga0075470_10000126 (taxid 1000072476)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_1584	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_1585	3300005527_____Ga0068876_10002666 (taxid 1000832188)	Environmental;Aquatic;Freshwater;Lentic;Freshwater;
FCH3CGLCCXYL4FAA_NODE_1587	3300010157_____Ga0114964_10001512 (taxid 1000660937)	Environmental;Aquatic;Freshwater;Lake;Freshwater;
FCH3CGLCCXYL4FAA_NODE_1588	3300009155_____Ga0114968_10006608 (taxid 1001150967)	Environmental;Aquatic;Freshwater;Lake;Freshwater;
FCH3CGLCCXYL4FAA_NODE_1589	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_1590	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_1592	3300005940_____Ga0073913_10000105 (taxid 1000893690)	Environmental;Terrestrial;Soil;Sand;Terrestrial(soil);
FCH3CGLCCXYL4FAA_NODE_1593	level3_18679 (taxid 1000461268)	
FCH3CGLCCXYL4FAA_NODE_1594	level2_63476 (taxid 1000417793)	
FCH3CGLCCXYL4FAA_NODE_1596	3300005613_____Ga0074649_1003496 (taxid 1000394414)	Environmental;Aquatic;Non-marine Saline and Alkaline;Saline;Aquatic(sediment);
FCH3CGLCCXYL4FAA_NODE_1597	3300006802_____Ga0070749_10006619 (taxid 1000557505)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_1598	3300003592_____JGI26246J51724_1001245 (taxid 1000028215)	Environmental;Aquatic;Marine;Intertidal zone;Marine;
FCH3CGLCCXYL4FAA_NODE_1601	3300010334_____Ga0136644_10005585 (taxid 1000119007)	Environmental;Aquatic;Freshwater;Lake;Freshwater;
FCH3CGLCCXYL4FAA_NODE_1602	3300005528_____Ga0068872_10002081 (taxid 1000677604)	Environmental;Aquatic;Freshwater;Lentic;Freshwater;
FCH3CGLCCXYL4FAA_NODE_1603	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_1604	3300017989_____Ga0180432_10007628 (taxid 1000803075)	Environmental;Aquatic;Non-marine Saline and Alkaline;Hypersaline;Aquatic(sediment);
FCH3CGLCCXYL4FAA_NODE_1606	3300010370_____Ga0129336_10010813 (taxid 1000542044)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_1607	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_1608	level2_30086 (taxid 1001151446)	
FCH3CGLCCXYL4FAA_NODE_1609	3300007542_____Ga0099846_1000104 (taxid 1000908801)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_1610	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_1612	3300007540_____Ga0099847_1003345 (taxid 1001051077)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_1613	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_1614	3300007541_____Ga0099848_1000286 (taxid 1000632181)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_1615	3300010370_____Ga0129336_10012171 (taxid 1000586521)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_1616	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_1621	3300005805_____Ga0079957_1000661 (taxid 1000693716)	Environmental;Aquatic;Freshwater;Lake;Freshwater;
FCH3CGLCCXYL4FAA_NODE_1622	level2_60075 (taxid 1000319661)	
FCH3CGLCCXYL4FAA_NODE_1623	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_1624	3300009082_____Ga0105099_10003092 (taxid 1000529526)	Environmental;Aquatic;Freshwater;Sediment;Aquatic(sediment);
FCH3CGLCCXYL4FAA_NODE_1625	3300017951_____Ga0181577_10002251 (taxid 1000490397)	Environmental;Aquatic;Marine;Intertidal zone;Marine;
FCH3CGLCCXYL4FAA_NODE_1626	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_1627	3300006641_____Ga0075471_10000829 (taxid 1000828521)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_1629	3300004806_____Ga0007854_10000341 (taxid 1001025950)	Environmental;Aquatic;Freshwater;Lentic;Freshwater;
FCH3CGLCCXYL4FAA_NODE_1632	3300000116_____DelMOSpr2010_c10009396 (taxid 1000146112)	Environmental;Aquatic;Marine;Neritic zone;Marine;
FCH3CGLCCXYL4FAA_NODE_1633	3300002835_____B570J40625_100001711 (taxid 1001138192)	Environmental;Aquatic;Freshwater;Lentic;Freshwater;
FCH3CGLCCXYL4FAA_NODE_1634	3300009085_____Ga0105103_10002705 (taxid 1000040940)	Environmental;Aquatic;Freshwater;Sediment;Aquatic(sediment);
FCH3CGLCCXYL4FAA_NODE_1635	3300005512_____Ga0074648_1006143 (taxid 1000229481)	Environmental;Aquatic;Non-marine Saline and Alkaline;Saline;Aquatic(sediment);
FCH3CGLCCXYL4FAA_NODE_1636	level3_23706 (taxid 1000903169)	
FCH3CGLCCXYL4FAA_NODE_1637	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_1638	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_1639	level1_6802 (taxid 1000350557)	
FCH3CGLCCXYL4FAA_NODE_1640	3300013010_____Ga0129327_10001237 (taxid 1000440634)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_1644	3300005613_____Ga0074649_1001105 (taxid 1000354960)	Environmental;Aquatic;Non-marine Saline and Alkaline;Saline;Aquatic(sediment);
FCH3CGLCCXYL4FAA_NODE_1646	3300009085_____Ga0105103_10001902 (taxid 1000029230)	Environmental;Aquatic;Freshwater;Sediment;Aquatic(sediment);
FCH3CGLCCXYL4FAA_NODE_1647	3300005613_____Ga0074649_1002127 (taxid 1000374078)	Environmental;Aquatic;Non-marine Saline and Alkaline;Saline;Aquatic(sediment);
FCH3CGLCCXYL4FAA_NODE_1648	3300005613_____Ga0074649_1006143 (taxid 1000446664)	Environmental;Aquatic;Non-marine Saline and Alkaline;Saline;Aquatic(sediment);
FCH3CGLCCXYL4FAA_NODE_1649	3300006920_____Ga0070748_1000530 (taxid 1000951891)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_1650	level2_75643 (taxid 1000976897)	
FCH3CGLCCXYL4FAA_NODE_1651	level2_29987 (taxid 1000786205)	
FCH3CGLCCXYL4FAA_NODE_1652	unclassified (taxid 0)	
FCH3CGLCCXYL4FAA_NODE_1655	3300007960_____Ga0099850_1001093 (taxid 1000367665)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_1656	3300005662_____Ga0078894_10000574 (taxid 1001040201)	Environmental;Aquatic;Freshwater;Lentic;Freshwater;
FCH3CGLCCXYL4FAA_NODE_1657	3300005941_____Ga0070743_10002120 (taxid 1001046178)	Environmental;Aquatic;Marine;Unclassified;Marine;
FCH3CGLCCXYL4FAA_NODE_1659	3300007165_____Ga0079302_1000071 (taxid 1001016948)	Environmental;Terrestrial;Deep subsurface;Unclassified;Terrestrial(other);
FCH3CGLCCXYL4FAA_NODE_1660	3300000116_____DelMOSpr2010_c10009450 (taxid 1000146161)	Environmental;Aquatic;Marine;Neritic zone;Marine;
FCH3CGLCCXYL4FAA_NODE_1661	3300005581_____Ga0049081_10000972 (taxid 1001097708)	Environmental;Aquatic;Freshwater;Lentic;Freshwater;
FCH3CGLCCXYL4FAA_NODE_1662	3300007541_____Ga0099848_1000135 (taxid 1000592081)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_1664	3300005943_____Ga0073926_10000125 (taxid 1001123211)	Environmental;Terrestrial;Soil;Sand;Terrestrial(soil);
FCH3CGLCCXYL4FAA_NODE_1665	level3_2099 (taxid 1000652657)	
FCH3CGLCCXYL4FAA_NODE_1667	3300000558_____Draft_10051344 (taxid 1000403142)	Engineered;Wastewater;Industrial wastewater;Petrochemical;Engineered;
FCH3CGLCCXYL4FAA_NODE_1668	3300000756_____JGI12421J11937_10002639 (taxid 1000593321)	Environmental;Aquatic;Freshwater;Lentic;Aquatic(sediment);
FCH3CGLCCXYL4FAA_NODE_1670	level1_16671 (taxid 1001129273)	
FCH3CGLCCXYL4FAA_NODE_1673	3300002466_____JGI10211J34971_10009116 (taxid 1000082799)	
FCH3CGLCCXYL4FAA_NODE_1674	3300005933_____Ga0075118_10002235 (taxid 1000803122)	Environmental;Aquatic;Non-marine Saline and Alkaline;Saline;Non-marine_Saline_and_Alkaline;
FCH3CGLCCXYL4FAA_NODE_1675	3300000241_____BS_KBA_SWE21_205mDRAFT_10002136 (taxid 1000595213)	Environmental;Aquatic;Marine;Wetlands;Marine;
FCH3CGLCCXYL4FAA_NODE_1677	3300002835_____B570J40625_100021483 (taxid 1000987368)	Environmental;Aquatic;Freshwater;Lentic;Freshwater;
FCH3CGLCCXYL4FAA_NODE_1678	level2_21221 (taxid 1000624299)	
FCH3CGLCCXYL4FAA_NODE_1679	3300007542_____Ga0099846_1000249 (taxid 1000909636)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_1680	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_1681	3300003617_____JGI26082J51739_10000108 (taxid 1000426204)	Environmental;Aquatic;Marine;Intertidal zone;Marine;
FCH3CGLCCXYL4FAA_NODE_1682	level1_16574 (taxid 1001129763)	
FCH3CGLCCXYL4FAA_NODE_1683	3300005527_____Ga0068876_10002664 (taxid 1000832195)	Environmental;Aquatic;Freshwater;Lentic;Freshwater;
FCH3CGLCCXYL4FAA_NODE_1685	level3_615427 (taxid 1001061481)	
FCH3CGLCCXYL4FAA_NODE_1686	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_1688	3300005525_____Ga0068877_10001555 (taxid 1001037422)	Environmental;Aquatic;Freshwater;Lentic;Freshwater;
FCH3CGLCCXYL4FAA_NODE_1689	3300007647_____Ga0102855_1000389 (taxid 1000513644)	Environmental;Aquatic;Marine;Intertidal zone;Marine;
FCH3CGLCCXYL4FAA_NODE_1690	3300006802_____Ga0070749_10003177 (taxid 1000536404)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_1691	level3_7841 (taxid 1000744705)	
FCH3CGLCCXYL4FAA_NODE_1692	3300013004_____Ga0164293_10004678 (taxid 1000775108)	Environmental;Aquatic;Freshwater;Lake;Freshwater;
FCH3CGLCCXYL4FAA_NODE_1693	3300005805_____Ga0079957_1000540 (taxid 1000693097)	Environmental;Aquatic;Freshwater;Lake;Freshwater;
FCH3CGLCCXYL4FAA_NODE_1695	level1_51722 (taxid 1000778993)	
FCH3CGLCCXYL4FAA_NODE_1696	3300009082_____Ga0105099_10008149 (taxid 1000628942)	Environmental;Aquatic;Freshwater;Sediment;Aquatic(sediment);
FCH3CGLCCXYL4FAA_NODE_1697	level0_1 (taxid 1000675921)	
FCH3CGLCCXYL4FAA_NODE_1698	3300005611_____Ga0074647_1000502 (taxid 1001080008)	Environmental;Aquatic;Non-marine Saline and Alkaline;Saline;Aquatic(sediment);
FCH3CGLCCXYL4FAA_NODE_1699	3300000949_____BBAY94_10000142 (taxid 1000693142)	Host-associated;Algae;Green algae;Ectosymbionts;Host-associated(other);
FCH3CGLCCXYL4FAA_NODE_1701	level1_24258 (taxid 1000437975)	
FCH3CGLCCXYL4FAA_NODE_1703	3300001687_____WOR8_10006404 (taxid 1000694625)	Environmental;Aquatic;Marine;Oceanic;Aquatic(sediment);
FCH3CGLCCXYL4FAA_NODE_1704	3300013132_____Ga0172372_10009258 (taxid 1000800540)	Environmental;Aquatic;Freshwater;Lake;Freshwater;
FCH3CGLCCXYL4FAA_NODE_1707	3300007960_____Ga0099850_1001613 (taxid 1000366208)	Environmental;Aquatic;Marine;Coastal;Marine;
FCH3CGLCCXYL4FAA_NODE_1708	3300013005_____Ga0164292_10002522 (taxid 1000424105)	Environmental;Aquatic;Freshwater;Lake;Freshwater;
FCH3CGLCCXYL4FAA_NODE_1709	level1_17286 (taxid 1001180042)	
FCH3CGLCCXYL4FAA_NODE_1710	3300006875_____Ga0075473_10003916 (taxid 1000745931)	Environmental;Aquatic;Marine;Coastal;Marine;
